stock_code,expiry_date,strike_price,datetime,call_open,call_high,call_low,call_close,call_OI,call_volume,put_open,put_high,put_low,put_close,put_OI,put_volume
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:29:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:31:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:32:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:34:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:35:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:39:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:40:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:41:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:44:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:45:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:46:00,118.0,118.0,118.0,118.0,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:47:00,118.0,118.0,118.0,118.0,1675.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:48:00,118.0,118.0,118.0,118.0,1675.0,650.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:49:00,118.0,118.0,118.0,118.0,1675.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:50:00,118.0,118.0,118.0,118.0,1675.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:51:00,115.55,115.55,115.55,115.55,2325.0,0.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:52:00,115.55,115.55,115.55,115.55,2325.0,25.0,,,,,,
NIFTY,26-DEC-2024,25750.0,28-10-2024 09:53:00,115.55,115.55,115.55,115.55,2325.0,0.0,,,,,,
