stock_code,expiry_date,strike_price,datetime,call_open,call_high,call_low,call_close,call_OI,call_volume,put_open,put_high,put_low,put_close,put_OI,put_volume
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:16:00,188.1,188.1,188.1,188.1,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:17:00,188.1,188.1,188.1,188.1,0.0,0.0,1125.0,1125.0,1125.0,1125.0,0.0,0.0
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:18:00,196.35,196.35,196.0,196.0,18350.0,75.0,,,,,,
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:19:00,196.0,196.0,196.0,196.0,18300.0,25.0,1125.0,1125.0,1125.0,1125.0,0.0,0.0
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:20:00,201.85,201.85,201.85,201.85,18300.0,0.0,,,,,,
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:21:00,201.85,201.85,201.85,201.85,18300.0,50.0,,,,,,
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:22:00,198.45,198.45,198.45,198.45,18300.0,0.0,1125.0,1125.0,1125.0,1125.0,0.0,0.0
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:23:00,198.45,198.45,198.45,198.45,18300.0,75.0,1125.0,1125.0,1125.0,1125.0,0.0,0.0
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:24:00,198.45,198.45,198.45,198.45,18300.0,0.0,,,,,,
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:25:00,,,,,,,1125.0,1125.0,1125.0,1125.0,0.0,0.0
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:26:00,198.45,198.45,198.45,198.45,18300.0,0.0,,,,,,
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:27:00,198.45,198.45,198.45,198.45,18300.0,0.0,1125.0,1125.0,1057.6,1057.6,16450.0,0.0
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:28:00,198.45,198.45,198.45,198.45,18300.0,0.0,1057.6,1057.6,1057.6,1057.6,16450.0,25.0
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:29:00,198.45,198.45,198.45,198.45,18300.0,0.0,1057.6,1057.6,1057.6,1057.6,16450.0,0.0
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:32:00,198.45,198.45,198.45,198.45,18300.0,0.0,,,,,,
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:33:00,,,,,,,1060.0,1060.0,1060.0,1060.0,16450.0,50.0
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:34:00,198.45,198.45,198.45,198.45,18300.0,0.0,1060.0,1060.0,1060.0,1060.0,16450.0,0.0
NIFTY,26-DEC-2024,25400.0,28-10-2024 09:37:00,198.45,198.45,198.45,198.45,18300.0,0.0,1060.0,1060.0,1060.0,1060.0,16450.0,0.0
