stock_code,expiry_date,strike_price,datetime,call_open,call_high,call_low,call_close,call_OI,call_volume,put_open,put_high,put_low,put_close,put_OI,put_volume
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:30:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:31:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:32:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:33:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:40:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:41:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:42:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:44:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:45:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:46:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:47:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:48:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:50:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:52:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:54:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:55:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:56:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:57:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 14:58:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 15:00:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
NIFTY,26-DEC-2024,22150.0,18-11-2024 15:01:00,1544.95,1544.95,1544.95,1544.95,0.0,0.0,,,,,,
