stock_code,expiry_date,strike_price,datetime,call_open,call_high,call_low,call_close,call_OI,call_volume,put_open,put_high,put_low,put_close,put_OI,put_volume
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:32:00,,,,,,,174.15,174.15,174.15,174.15,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:33:00,,,,,,,174.15,174.15,174.15,174.15,0,50
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:34:00,,,,,,,174.15,174.15,174.15,174.15,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:35:00,,,,,,,174.15,174.15,174.15,174.15,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:36:00,,,,,,,174.15,174.15,174.15,174.15,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:37:00,,,,,,,174.15,174.15,174.15,174.15,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:38:00,,,,,,,174.15,174.15,174.15,174.15,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:39:00,,,,,,,174.15,188.35,174.15,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:40:00,,,,,,,188.35,188.35,188.35,188.35,0,25
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:41:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:42:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:43:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:49:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:51:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:52:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 09:53:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 10:02:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 10:05:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 10:06:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 10:07:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 10:08:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 10:09:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 10:11:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 10:14:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 10:15:00,,,,,,,188.35,188.35,188.35,188.35,0,0
NIFTY,19-DEC-2024,23150.0,22-11-2024 10:17:00,,,,,,,188.35,188.35,188.35,188.35,0,0
